id,apelido,nome_completo,slug,clube,clube_id,posicao,posicao_id
122439,Isaac,Isaac Rodrigues de Lima,isaac,CAP,293,Atacante,5
131832,Portilla,Juan Camilo Portilla Orozco,portilla,CAP,293,Meia,4
122316,Batata,João Vitor Vigolo Gomes,batata,CAP,293,Lateral,2
143193,Viveros,Kevin Stiven Viveros Rodallega,viveros,CAP,293,Atacante,5
81952,Willian Oliveira,Willian Osmar de Oliveira Silva,willian-oliveira,CFC,294,Meia,4
123101,Leozinho,Leonardo Caetano Silva,leozinho,CAP,293,Atacante,5
128431,João Cruz,João Victor Machado Cruz,joao-cruz,CAP,293,Meia,4
82628,Tinga,Guilherme de Jesus da Silva,tinga,CFC,294,Lateral,2
50742,Gabriel Leite,Gabriel Christoni Leite,gabriel-leite,CFC,294,Goleiro,1
128429,Marcão,Marcos André Paulino Maia,marcao,CAP,293,Zagueiro,3
84339,Bruno Melo,Bruno Ferreira Melo,bruno-melo,CFC,294,Lateral,2
145609,Élan Ricardo,Élan Joshep Ricardo Ochoa,elan-ricardo,CAP,293,Meia,4
63354,Rodrigo Moledo,Rodrigo Modesto da Silva Moledo,rodrigo-moledo,CFC,294,Zagueiro,3
90302,Pedro Rocha,Pedro Rocha Neves,pedro-rocha,CFC,294,Atacante,5
125926,Zapelli,Bruno Zapelli,zapelli,CAP,293,Meia,4
143532,Carlos Eduardo,Carlos Eduardo Souza de Barros,carlos-eduardo,CAP,293,Goleiro,1
130842,Matheus Soares,Matheus Soares Rocha,matheus-soares,CAP,293,Goleiro,1
117930,Lavega,Joaquín Lavega Colzada,lavega,CFC,294,Atacante,5
101405,Wallisson,Wallisson Luiz Alves Máximo,wallisson,CFC,294,Meia,4
112576,Vini Paulista,Vinicius Romualdo dos Santos,vini-paulista,CFC,294,Meia,4
84428,Fernando Sobral,Fernando Pereira do Nascimento,fernando-sobral,CFC,294,Meia,4
84626,Josué,Josué Filipe Soares Pesqueira,josue,CFC,294,Meia,4
123648,Lucas Ronier,Lucas Ronier Vieira Pires,lucas-ronier,CFC,294,Atacante,5
71227,Maicon,Maicon Pereira Roque,maicon,CFC,294,Zagueiro,3
126977,Fernando Seabra,Fernando Seabra,fernando-seabra,CFC,294,Técnico,6
125803,Pedro Morisco,Pedro Luccas Morisco da Silva,pedro-morisco,CFC,294,Goleiro,1
97878,Jacy,Jacy Maranhão Oliveira,jacy,CFC,294,Zagueiro,3
128427,Alejandro García,Alejandro García Castillo,alejandro-garcia,CAP,293,Meia,4
104811,Sebastián Gómez,Sebastián Gómez Londoño,sebastian-gomez,CFC,294,Meia,4
115840,Benassi,João Victor Silva Benassi,benassi,CFC,294,Goleiro,1
109127,Tiago Cóser,Tiago Cóser,tiago-coser,CFC,294,Zagueiro,3
110708,Pedro Rangel,Pedro Felipe de Faria Rangel,pedro-rangel,CFC,294,Goleiro,1
124358,João Almeida,João Vitor da Silva Almeida,joao-almeida,CFC,294,Lateral,2
125551,Jean Gabriel,Jean Gabriel Silveira,jean-gabriel,CFC,294,Meia,4
84708,Panagiotis,Panagiotis Tachtsidis,panagiotis,REM,364,Meia,4
130283,Matheus Dias,Matheus Dalsasso Dias,matheus-dias,CFC,294,Meia,4
131279,Thiago Azaf,Thiago Azaf Siqueira Soares,thiago-azaf,CFC,294,Atacante,5
85315,Cantillo,Víctor Danilo Cantillo Jiménez,cantillo,REM,364,Meia,4
141337,Lucas Taverna,Lucas Taverna,lucas-taverna,CFC,294,Lateral,2
133460,Felipe Guimarães,Felipe Guimarães da Silva,felipe-guimaraes,CFC,294,Lateral,2
83074,Ygor Vinhas,Ygor Vinhas Oliveira Lima,ygor-vinhas,REM,364,Goleiro,1
97795,Marcelinho,Marcelo Rodrigues Souza,marcelinho,REM,364,Lateral,2
104257,João Lucas,João Lucas de Almeida Carvalho,joao-lucas,REM,364,Lateral,2
90846,Klaus,William Klaus - Willian,klaus,REM,364,Zagueiro,3
102911,Zé Ricardo,José Ricardo Araújo Fernandes,ze-ricardo,REM,364,Meia,4
107172,Patrick de Paula,Patrick de Paula Carreiro,patrick-de-paula,REM,364,Meia,4
97735,Giovanni Pavani,Giovanni Fernando Confreste Pavani - Cofreste,giovanni-pavani,REM,364,Meia,4
95555,Sávio,Sávio Antônio Alves,savio,REM,364,Lateral,2
96831,Carlinhos,Carlos Moisés de Lima,carlinhos,REM,364,Atacante,5
122441,Kayky Almeida,Kayky Henrique Almeida Brandão da Silva,kayky-almeida,REM,364,Zagueiro,3
111945,Diego Hernández,Diego Manuel Hernández González,diego-hernandez,REM,364,Meia,4
82730,Marcelo Rangel,Marcelo Rangel da Rosa,marcelo-rangel,REM,364,Goleiro,1
146040,João Pedro,João Pedro Sousa Silva,joao-pedro,REM,364,Atacante,5
98224,Jáderson,Jaderson Flores dos Reis,jaderson,REM,364,Meia,4
117338,Yago Ferreira,Yago de Paula Ferreira,yago-ferreira,REM,364,Meia,4
107700,Eduardo Melo,Eduardo de Queiroz Melo,eduardo-melo,REM,364,Atacante,5
145782,Tassano,Cristian Marcelo González Tassano,tassano,REM,364,Zagueiro,3
124834,Ruan Assis,Ruan Lucas de Assis,ruan-assis,CFC,294,Atacante,5
142593,Nicolás Ferreira,Michael Nicolás Ferreira Berrondo,nicolas-ferreira,REM,364,Atacante,5
73481,Gilmar Dal Pozzo,Gilmar Dal Pozzo,gilmar-dal-pozzo,CHA,315,Técnico,6
143455,PH Gama,Darilson Gama Amador,ph-gama,REM,364,Meia,4
71043,Léo Vieira,Leonardo da Silva Vieira,leo-vieira,CHA,315,Goleiro,1
141386,Marcos Alexandre,Marcos Alexandre Ferreira Campos Filho,marcos-alexandre,REM,364,Goleiro,1
83048,Rafael Thyere,Rafael Thyere de Albuquerque Marques,rafael-thyere,CHA,315,Zagueiro,3
68938,Giovanni Augusto,Giovanni Augusto Oliveira Cardoso,giovanni-augusto,CHA,315,Meia,4
141385,João Victor,João Victor Ferreira da Silva,joao-victor,REM,364,Goleiro,1
97432,Victor Caetano,Victor Henrique Carvalho Caetano,victor-caetano,CHA,315,Zagueiro,3
70958,Jean Carlos,Jean Carlos Vicente,jean-carlos,CHA,315,Meia,4
68822,Rafael Santos,Rafael de Carvalho Santos,rafael-santos,CHA,315,Goleiro,1
95620,Bruno Leonardo,Bruno Leonardo dos Santos Covas,bruno-leonardo,CHA,315,Zagueiro,3
88293,Neto Pessoa,Altemir Cordeiro Pessôa Neto,neto-pessoa,CHA,315,Atacante,5
101393,Eduardo Doma,Eduardo Vinícius Domachowski,eduardo-doma,CHA,315,Zagueiro,3
97969,Marcos Vinícius,Marcos Vinícius da Silva Santos,marcos-vinicius,CHA,315,Lateral,2
105664,Walter Clar,Walter David Clar Fritz,walter-clar,CHA,315,Lateral,2
95332,Marcinho,Márcio Antônio de Sousa Júnior,marcinho,CHA,315,Atacante,5
109336,Rafael Carvalheira,Rafael dos Santos Carvalheira Natividade,rafael-carvalheira,CHA,315,Meia,4
104470,Everton,Everton Souza da Cruz,everton,CHA,315,Lateral,2
94286,Perotti,Pedro Henrique Perotti,perotti,CHA,315,Atacante,5
107453,João Paulo,João Paulo Silveira dos Santos,joao-paulo,CHA,315,Zagueiro,3
103987,Higor Meritão,Higor Matheus Meritão,higor-meritao,CHA,315,Meia,4
102906,Anderson,Anderson Silva da Paixão,anderson,CHA,315,Goleiro,1
111279,Mancha,Gianluca Piola Minozzo,mancha,CHA,315,Lateral,2
107516,Ênio,Sebastião Ênio Santos de Almeida,enio,CHA,315,Atacante,5
142086,Kauan Toledo,Kauan Almeida Toledo,kauan-toledo,BOT,263,Atacante,5
104519,Camilo,Camilo Reijers de Oliveira,camilo,CHA,315,Meia,4
116066,Rubens,Rubens Tadeu Hartmann Ricoldi,rubens,CHA,315,Atacante,5
